PassageID,StreamName,TributaryTo,PassageName,PassageType,PassageStatus,Protocol,AssessedBy,County,WatershedHUC4,Point_X,Point_Y,BegFt,SiteComments
4081,East Barrow,Nelson Slough,ROSS D. MADDEN,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.828335,39.146836,2103,
4082,East Barrow,Nelson Slough,KELLEY W. BUMPUS,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.816909,39.140725,169,
4079,West Barrow,Sacramento Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.842595,39.144336,10934,
4080,East Barrow,Nelson Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.827714,39.146558,1946,
4073,Butte Slough,Sutter Bypass,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.888015,39.15878,26436,
4074,Butte Slough,Sutter Bypass,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.896564,39.16628,30225,
4071,Butte Slough,Sutter Bypass,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.846222,39.157391,56,
4072,Butte Slough,Sutter Bypass,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.879569,39.162669,21961,
4077,West Barrow,Sacramento Slough,BUTTE SLOUGH IRRIGATION DIST.,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.833749,39.137114,7151,
4078,West Barrow,Sacramento Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.841851,39.142947,10362,
4075,Butte Slough,Sutter Bypass,Unknown,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.89802,39.167669,30876,
4076,Butte Slough,Sutter Bypass,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.920915,39.199057,45016,
4065,Butte Slough,Sutter Bypass,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.89832,39.167113,30728,
4066,Butte Slough,Sutter Bypass,Guy Harris Farms,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.88687,39.157669,25920,
4063,Butte Slough,Sutter Bypass,J&W TAYLOR,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.902545,39.172391,33071,
4064,Butte Slough,Sutter Bypass,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.900022,39.169058,31602,
4069,Butte Slough,Sutter Bypass,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.873768,39.161558,20243,
4070,Butte Slough,Sutter Bypass,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.868588,39.161558,18746,
4067,Butte Slough,Sutter Bypass,WILLIAM J. HANKINS,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.882705,39.156558,24717,
4068,Butte Slough,Sutter Bypass,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.881055,39.160724,22834,
4124,East Barrow,Nelson Slough,Floodgate,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.624828,38.915452,0,
4125,East Barrow,Nelson Slough,Floodgate,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.624703,38.915174,0,
4122,Gilsizer Slough,East Barrow,"Westrope Ranches, Ltd",Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.720972,38.993227,0,
4123,East Barrow,Nelson Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.621648,38.90823,0,
4128,East Barrow,Nelson Slough,Montna Family Trust,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.624016,38.914619,0,
4129,East Barrow,Nelson Slough,Montna Family Trust,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.624001,38.914619,0,
4126,East Barrow,Nelson Slough,Floodgate,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.624665,38.915174,0,
4127,East Barrow,Nelson Slough,Floodgate,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.624638,38.915174,0,
4116,East Barrow,Nelson Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.687079,38.975172,0,
4117,East Barrow,Nelson Slough,Akin Ranch,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.695251,38.98045,0,
4114,East Barrow,Nelson Slough,Westrope Ranches,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.674207,38.967117,0,
4115,East Barrow,Nelson Slough,Westrope Ranches,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.674224,38.967117,0,
4120,East Barrow,Nelson Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.725304,39.016282,0,
4121,East Barrow,Nelson Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.719837,38.999338,0,
4118,East Barrow,Nelson Slough,Akin Ranch,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.70955,38.989616,0,
4119,East Barrow,Nelson Slough,Akin Ranch,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.709373,38.989616,0,
4109,East Barrow,East Barrow,Submersible Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.759148,39.099614,0,
4104,East Barrow,Nelson Slough,EDWINA PARKS & EDWARD DEAN,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.763842,39.10767,0,
4112,East Barrow,Nelson Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.729913,39.027393,0,
4113,East Barrow,Nelson Slough,Tractor,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.729911,39.027393,0,
4110,East Barrow,Nelson Slough,USFWS,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.737774,39.053226,0,
4111,East Barrow,Nelson Slough,USFWS,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.737765,39.053226,0,
4098,West Barrow,Sacramento Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.77949,39.107392,0,
4099,West Barrow,Sacramento Slough,DRAIN/SCREWGATE,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.782102,39.108503,0,
4096,Wadsworth Canal,East Barrow,Helen Davis,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.756314,39.127392,0,
4097,West Barrow,Sacramento Slough,Unknown,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.779455,39.107392,0,
4102,East Barrow,Nelson Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.781789,39.120447,0,
4103,East Barrow,Nelson Slough,Frederick Ziegnmeyer,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.769534,39.112392,0,
4100,East Barrow,Nelson Slough,Unknown,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.791407,39.125447,0,
4101,East Barrow,Nelson Slough,Loretta Dean,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Honcut Headwaters-Lower Feather,-121.78154,39.12017,0,
4156,Threemile Slough,Sacramento River,Sherman Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.686833,38.092696,4068,
4157,San Joaquin River,Suisun Bay,Sherman Island,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.713515,38.04492,37410,
4154,Threemile Slough,Sacramento River,Sherman Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.689937,38.111584,7205,
4155,Threemile Slough,Sacramento River,Sherman Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.686845,38.101029,6994,
4160,San Joaquin River,Suisun Bay,Sherman Island,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.733308,38.034642,31371,
4161,San Joaquin River,Suisun Bay,Sherman Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.736895,38.032976,30341,
4158,San Joaquin River,Suisun Bay,Sherman Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.724345,38.040476,34294,
4159,San Joaquin River,Suisun Bay,Sherman Island,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.726828,38.038253,33562,
4148,Sacramento River,Suisun Bay,Rd 1004 vertical pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Glenn,Sacramento-Stone Corral,-122.0068931,39.40738588,844293,"CDFW 1998 survey: 1 vertical pump located on the left bank. Water is discharged to earth ditch and operates for agricultural purposes. same site as u111220a,b,d,e,f. inclined flat plate, sst wedge wire, 3/32"", 0.33fps approach velocity, with air burst and brush cleaning "
4149,Sacramento River,Suisun Bay,Rd 1004 vertical pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Glenn,Sacramento-Stone Corral,-122.0068817,39.40738588,844303,"CDFW 1998 survey: 1 vertical pump located on the left bank. Water is discharged to earth ditch and operates for agricultural purposes. same site as u111220a,b,c,e,f. inclined flat plate, sst wedge wire, 3/32"", 0.33fps approach velocity, with air burst and brush cleaning "
4146,Sacramento River,Suisun Bay,Rd 1004 vertical pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Glenn,Sacramento-Stone Corral,-122.006839,39.40738588,844293,"CDFW 1998 survey: 1 vertical pump located on the left bank. Water is discharged to earth ditch and operates for agricultural purposes. same site as u111220b,c,d,e,f; see field notes for concerns inclined flat plate, sst wedge wire, 3/32"", 0.33fps approach velocity, with air burst and brush cleaning "
4147,Sacramento River,Suisun Bay,Rd 1004 vertical pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Glenn,Sacramento-Stone Corral,-122.0068824,39.40738588,844293,"CDFW 1998 survey: 1 vertical pump located on the left bank. Water is discharged to earth ditch and operates for agricultural purposes. same site as u111220a,c,d,e,f inclined flat plate, sst wedge wire, 3/32"", 0.33fps approach velocity, with air burst and brush cleaning "
4152,Threemile Slough,Sacramento River,Sherman Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.69558,38.104362,4241,
4153,Threemile Slough,Sacramento River,Sherman Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.695559,38.104362,4247,
